fecha_id,fecha,año,mes,dia,nombre_mes,nombre_dia_semana,trimestre,semana_del_año,es_fin_semana,es_dia_festivo,es_quincena,es_inicio_mes,es_fin_mes,periodo_compra
20241116,2024-11-16,2024,11,16,November,Saturday,4,45,True,False,False,False,False,otro
20241117,2024-11-17,2024,11,17,November,Sunday,4,46,True,False,False,False,False,otro
20241118,2024-11-18,2024,11,18,November,Monday,4,46,False,False,False,False,False,otro
20241119,2024-11-19,2024,11,19,November,Tuesday,4,46,False,False,False,False,False,otro
20241120,2024-11-20,2024,11,20,November,Wednesday,4,46,False,False,False,False,False,otro
20241121,2024-11-21,2024,11,21,November,Thursday,4,46,False,False,False,False,False,otro
20241122,2024-11-22,2024,11,22,November,Friday,4,46,False,False,False,False,False,otro
20241123,2024-11-23,2024,11,23,November,Saturday,4,46,True,False,False,False,False,otro
20241124,2024-11-24,2024,11,24,November,Sunday,4,47,True,False,False,False,False,otro
20241125,2024-11-25,2024,11,25,November,Monday,4,47,False,False,False,False,False,otro
20241126,2024-11-26,2024,11,26,November,Tuesday,4,47,False,False,False,False,True,fin_mes
20241127,2024-11-27,2024,11,27,November,Wednesday,4,47,False,False,False,False,True,fin_mes
20241128,2024-11-28,2024,11,28,November,Thursday,4,47,False,False,False,False,True,fin_mes
20241129,2024-11-29,2024,11,29,November,Friday,4,47,False,False,False,False,True,fin_mes
20241130,2024-11-30,2024,11,30,November,Saturday,4,47,True,False,True,False,True,quincena
20241201,2024-12-01,2024,12,1,December,Sunday,4,48,True,False,False,True,False,inicio_mes
20241202,2024-12-02,2024,12,2,December,Monday,4,48,False,False,False,True,False,inicio_mes
20241203,2024-12-03,2024,12,3,December,Tuesday,4,48,False,False,False,True,False,inicio_mes
20241204,2024-12-04,2024,12,4,December,Wednesday,4,48,False,False,False,True,False,inicio_mes
20241205,2024-12-05,2024,12,5,December,Thursday,4,48,False,False,False,True,False,inicio_mes
20241206,2024-12-06,2024,12,6,December,Friday,4,48,False,False,False,False,False,otro
20241207,2024-12-07,2024,12,7,December,Saturday,4,48,True,False,False,False,False,otro
20241208,2024-12-08,2024,12,8,December,Sunday,4,49,True,False,False,False,False,otro
20241209,2024-12-09,2024,12,9,December,Monday,4,49,False,False,False,False,False,otro
20241210,2024-12-10,2024,12,10,December,Tuesday,4,49,False,False,False,False,False,otro
20241211,2024-12-11,2024,12,11,December,Wednesday,4,49,False,False,False,False,False,otro
20241212,2024-12-12,2024,12,12,December,Thursday,4,49,False,False,False,False,False,otro
20241213,2024-12-13,2024,12,13,December,Friday,4,49,False,False,False,False,False,otro
20241214,2024-12-14,2024,12,14,December,Saturday,4,49,True,False,False,False,False,otro
20241215,2024-12-15,2024,12,15,December,Sunday,4,50,True,False,True,False,False,quincena
20241216,2024-12-16,2024,12,16,December,Monday,4,50,False,False,False,False,False,otro
20241217,2024-12-17,2024,12,17,December,Tuesday,4,50,False,False,False,False,False,otro
20241218,2024-12-18,2024,12,18,December,Wednesday,4,50,False,False,False,False,False,otro
20241219,2024-12-19,2024,12,19,December,Thursday,4,50,False,False,False,False,False,otro
20241220,2024-12-20,2024,12,20,December,Friday,4,50,False,False,False,False,False,otro
20241221,2024-12-21,2024,12,21,December,Saturday,4,50,True,False,False,False,False,otro
20241222,2024-12-22,2024,12,22,December,Sunday,4,51,True,False,False,False,False,otro
20241223,2024-12-23,2024,12,23,December,Monday,4,51,False,False,False,False,False,otro
20241224,2024-12-24,2024,12,24,December,Tuesday,4,51,False,False,False,False,False,otro
20241225,2024-12-25,2024,12,25,December,Wednesday,4,51,False,False,False,False,False,otro
20241226,2024-12-26,2024,12,26,December,Thursday,4,51,False,False,False,False,False,otro
20241227,2024-12-27,2024,12,27,December,Friday,4,51,False,False,False,False,True,fin_mes
20241228,2024-12-28,2024,12,28,December,Saturday,4,51,True,False,False,False,True,fin_mes
20241229,2024-12-29,2024,12,29,December,Sunday,4,52,True,False,False,False,True,fin_mes
20241230,2024-12-30,2024,12,30,December,Monday,4,52,False,False,True,False,True,quincena
20241231,2024-12-31,2024,12,31,December,Tuesday,4,52,False,False,True,False,True,quincena
